name,max_temp,min_temp
astragalus nuttallianus var. nuttallianus,84.8,44.8
astragalus nuttallianus var. trichocarpus,84.8,44.8
astragalus nuttallianus var. zapatanus,84.8,44.8
astragalus nuttallii,79.4,39.4
astragalus nuttallii var. nuttallii,79.4,39.4
astragalus nuttallii var. virgatus,79.4,39.4
astragalus nutzotinensis,80,60
astragalus nyensis,69.9,29.9
astragalus obcordatus,83.4,43.4
astragalus obscurus,68.4,28.4
astragalus oniciformis,64.4,24.4
astragalus oocalycis,73.4,33.4
astragalus oocarpus,79.4,39.4
astragalus oophorus,68.6,28.6
astragalus oophorus var. caulescens,68.6,28.6
astragalus oophorus var. clokeyanus,69.9,29.9
astragalus oophorus var. lavinii,69.9,29.9
astragalus oophorus var. lonchocalyx,68.6,28.6
astragalus oophorus var. oophorus,69.9,29.9
astragalus oreganus,62,22
astragalus osterhoutii,65.1,25.1
astragalus oxyphysus,79.4,39.4
astragalus pachypus,79.4,39.4
astragalus pachypus var. jaegeri,79.4,39.4
astragalus pachypus var. pachypus,79.4,39.4
astragalus palmeri,79.4,39.4
astragalus panamintensis,79.4,39.4
astragalus pardalinus,68.6,28.6
astragalus parryi,62,22
astragalus pattersonii,68.6,28.6
astragalus pauperculus,79.4,39.4
astragalus paysonii,62,22
astragalus peckii,68.4,28.4
astragalus pectinatus,80,60
astragalus perianus,68.6,28.6
astragalus phoenix,69.9,29.9
astragalus pictiformis,84.8,44.8
astragalus pinonis,68.6,28.6
astragalus pinonis var. atwoodii,80.3,40.3
astragalus pinonis var. pinonis,68.6,28.6
astragalus piscator,68.6,28.6
astragalus piutensis,68.6,28.6
astragalus plattensis,62,22
astragalus platytropis,62,22
astragalus pleianthus,84.8,44.8
astragalus polaris,46.6,6.6
astragalus pomonensis,79.4,39.4
astragalus porrectus,69.9,29.9
astragalus praelongus,68.6,28.6
astragalus praelongus var. ellisiae,68.6,28.6
astragalus praelongus var. lonchopus,68.6,28.6
astragalus praelongus var. praelongus,68.6,28.6
astragalus preussii,68.6,28.6
astragalus preussii var. cutleri,68.6,28.6
astragalus preussii var. laxiflorus,68.6,28.6
astragalus preussii var. preussii,68.6,28.6
astragalus proimanthus,62,22
astragalus proximus,73.4,33.4
astragalus pseudiodanthus,69.9,29.9
astragalus pterocarpus,69.9,29.9
astragalus pubentissimus,62,22
astragalus pulsiferae,68.3,28.3
astragalus pulsiferae var. pulsiferae,68.3,28.3
astragalus pulsiferae var. suksdorfii,69.9,29.9
astragalus puniceus,84.8,44.8
astragalus puniceus var. gertrudis,73.4,33.4
astragalus puniceus var. puniceus,84.8,44.8
astragalus purshii,80,60
astragalus purshii var. concinnus,62.7,22.7
astragalus purshii var. glareosus,80,60
astragalus purshii var. lagopinus,68.4,28.4
astragalus purshii var. lectulus,68.4,28.4
astragalus purshii var. ophiogenes,68.4,28.4
astragalus purshii var. pumilio,69.9,29.9
astragalus purshii var. purshii,80,60
astragalus purshii var. tinctus,68.3,28.3
astragalus pycnostachyus,79.4,39.4
astragalus pycnostachyus var. lanosissimus,79.4,39.4
astragalus pycnostachyus var. pycnostachyus,79.4,39.4
astragalus racemosus,80,60
astragalus racemosus var. longisetus,62,22
astragalus racemosus var. racemosus,80,60
astragalus racemosus var. treleasei,62,22
astragalus rafaelensis,68.6,28.6
astragalus rattanii,79.4,39.4
astragalus rattanii var. jepsonianus,79.4,39.4
astragalus rattanii var. rattanii,79.4,39.4
astragalus ravenii,79.4,39.4
astragalus recurvus,80.3,40.3
astragalus reflexus,84.8,44.8
astragalus remotus,69.9,29.9
astragalus reventiformis,68.3,28.3
astragalus reventus,68.3,28.3
astragalus riparius,68.3,28.3
astragalus ripleyi,73.4,33.4
astragalus robbinsii,80,60
astragalus robbinsii var. alpiniformis,68.4,28.4
astragalus robbinsii var. fernaldii,80,60
astragalus robbinsii var. harringtonii,46.6,6.6
astragalus robbinsii var. jesupii,62.9,22.9
astragalus robbinsii var. minor,80,60
astragalus robbinsii var. occidentalis,69.9,29.9
astragalus robbinsii var. robbinsii,62.9,22.9
astragalus rusbyi,80.3,40.3
astragalus sabulonum,68.6,28.6
astragalus sabulosus,68.6,28.6
astragalus sabulosus var. sabulosus,68.6,28.6
astragalus sabulosus var. vehiculus,68.6,28.6
astragalus salmonis,68.4,28.4
astragalus saurinus,68.6,28.6
astragalus scaphoides,62.7,22.7
astragalus schmolliae,65.1,25.1
astragalus sclerocarpus,80,60
astragalus scopulorum,68.6,28.6
astragalus sepultipes,79.4,39.4
astragalus serenoi,69.9,29.9
astragalus serenoi var. serenoi,69.9,29.9
astragalus serenoi var. shockleyi,69.9,29.9
astragalus serenoi var. sordescens,69.9,29.9
astragalus sericoleucus,62,22
astragalus serpens,68.6,28.6
astragalus sesquiflorus,68.6,28.6
astragalus sheldonii,68.3,28.3
astragalus shevockii,79.4,39.4
astragalus shortianus,62,22
astragalus siliceus,73.4,33.4
astragalus simplicifolius,62,22
astragalus sinuatus,68.3,28.3
astragalus solitarius,68.4,28.4
astragalus sophoroides,80.3,40.3
astragalus soxmaniorum,84.8,44.8
astragalus spaldingii,80,60
astragalus sparsiflorus,65.1,25.1
astragalus sparsiflorus var. majusculus,65.1,25.1
astragalus sparsiflorus var. sparsiflorus,65.1,25.1
astragalus spatulatus,80,60
astragalus speirocarpus,68.3,28.3
astragalus straturensis,68.6,28.6
astragalus striatiflorus,68.6,28.6
astragalus subcinereus,68.6,28.6
astragalus subvestitus,79.4,39.4
astragalus succumbens,68.3,28.3
astragalus tegetarioides,68.4,28.4
astragalus tenellus,80,60
astragalus tener,79.4,39.4
astragalus tener var. ferrisiae,79.4,39.4
astragalus tener var. tener,79.4,39.4
astragalus tener var. titi,79.4,39.4
astragalus tennesseensis,77.6,37.6
astragalus tephrodes,68.6,28.6
astragalus tephrodes var. brachylobus,68.6,28.6
astragalus tephrodes var. chloridae,69.9,29.9
astragalus tephrodes var. remulcus,79.4,39.4
astragalus tephrodes var. tephrodes,73.4,33.4
astragalus terminalis,62,22
astragalus tetrapterus,68.6,28.6
astragalus thurberi,73.4,33.4
astragalus tibetanus,62,22
astragalus tidestromii,69.9,29.9
astragalus tiehmii,69.9,29.9
astragalus titanophilus,80.3,40.3
astragalus toanus,68.6,28.6
astragalus toanus var. scidulus,68.6,28.6
astragalus toanus var. toanus,68.6,28.6
astragalus toquimanus,69.9,29.9
astragalus tortipes,65.1,25.1
astragalus traskiae,79.4,39.4
astragalus tricarinatus,79.4,39.4
astragalus trichopodus,79.4,39.4
astragalus trichopodus var. lonchus,79.4,39.4
astragalus trichopodus var. phoxus,79.4,39.4
astragalus trichopodus var. trichopodus,79.4,39.4
astragalus tridactylicus,62,22
astragalus troglodytus,80.3,40.3
astragalus tweedyi,68.3,28.3
astragalus tyghensis,68.4,28.4
astragalus umbellatus,80,60
astragalus umbraticus,68.4,28.4
astragalus uncialis,68.6,28.6
astragalus utahensis,62,22
astragalus vaccarum,73.4,33.4
astragalus vallaris,68.4,28.4
astragalus vexilliflexus,80,60
astragalus vexilliflexus var. nubilus,64.4,24.4
astragalus vexilliflexus var. vexilliflexus,80,60
astragalus villosus,77.6,37.6
astragalus wardii,68.6,28.6
astragalus waterfallii,84.8,44.8
astragalus webberi,79.4,39.4
astragalus welshii,68.6,28.6
astragalus wetherillii,68.6,28.6
astragalus whitneyi,68.3,28.3
astragalus whitneyi var. confusus,68.4,28.4
astragalus whitneyi var. lenophyllus,69.9,29.9
astragalus whitneyi var. siskiyouensis,68.4,28.4
astragalus whitneyi var. sonneanus,68.3,28.3
astragalus whitneyi var. whitneyi,69.9,29.9
astragalus williamsii,80,60
astragalus wingatanus,68.6,28.6
astragalus wittmannii,73.4,33.4
astragalus woodruffii,68.6,28.6
astragalus wrightii,84.8,44.8
astragalus xiphoides,80.3,40.3
astragalus yoder-williamsii,69.9,29.9
astragalus zionis,68.6,28.6
astragalus zionis var. vigulus,68.6,28.6
astragalus zionis var. zionis,68.6,28.6
astranthium,84.8,44.8
astranthium integrifolium,84.8,44.8
astranthium integrifolium ssp. ciliatum,84.8,44.8
astranthium integrifolium ssp. integrifolium,77.6,37.6
astranthium robustum,84.8,44.8
astrantia,80,60
astrantia major,80,60
astrolepis,80,60
astrolepis cochisensis,84.8,44.8
astrolepis cochisensis ssp. arizonica,80.3,40.3
astrolepis cochisensis ssp. chihuahuaensis,84.8,44.8
astrolepis cochisensis ssp. cochisensis,84.8,44.8
astrolepis integerrima,84.8,44.8
astrolepis sinuata,80,60
astrolepis sinuata ssp. mexicana,84.8,44.8
astrolepis sinuata ssp. sinuata,80,60
astrolepis windhamii,84.8,44.8
astrophytum,84.8,44.8
astrophytum asterias,84.8,44.8
asyneuma,68.4,28.4
asyneuma prenanthoides,68.4,28.4
asystasia,80,60
asystasia gangetica,80,60
atamisquea,80.3,40.3
atamisquea emarginata,80.3,40.3
athyrium,80,60
athyrium americanum,80,60
athyrium filix-femina,80,60
athyrium filix-femina ssp. angustum,80,60
athyrium filix-femina ssp. asplenioides,71.8,31.8
athyrium filix-femina ssp. cyclosorum,80,60
athyrium microphyllum,90,50
athysanus,80,60
athysanus pusillus,80,60
atrichoseris,68.6,28.6
atrichoseris platyphylla,68.6,28.6
atriplex,80,60
atriplex acanthocarpa,84.8,44.8
atriplex acanthocarpa ssp. acanthocarpa,84.8,44.8
atriplex acanthocarpa ssp. coahuilensis,84.8,44.8
atriplex alaskensis,80,60
atriplex ×aptera,80,60
atriplex argentea,80,60
atriplex argentea ssp. argentea,80,60
atriplex argentea ssp. argentea var. argentea,62,22
atriplex argentea ssp. argentea var. caput-medusae,68.6,28.6
atriplex argentea ssp. expansa,84.8,44.8
atriplex asterocarpa,68.6,28.6
atriplex bonnevillensis,68.6,28.6
atriplex californica,79.4,39.4
atriplex canescens,80,60
atriplex canescens var. angustifolia,79.4,39.4
atriplex canescens var. canescens,80,60
atriplex canescens var. gigantea,68.6,28.6
atriplex canescens var. laciniata,79.4,39.4
atriplex canescens var. linearis,79.4,39.4
atriplex canescens var. macilenta,79.4,39.4
atriplex confertifolia,62,22
atriplex cordulata,79.4,39.4
atriplex coronata,79.4,39.4
atriplex coronata var. coronata,79.4,39.4
atriplex coronata var. notatior,79.4,39.4
atriplex corrugata,68.6,28.6
atriplex coulteri,79.4,39.4
atriplex cristata,80,60
atriplex cuneata,68.6,28.6
atriplex cuneata ssp. cuneata,68.6,28.6
atriplex cuneata ssp. introgressa,68.6,28.6
atriplex depressa,79.4,39.4
atriplex drymarioides,46.6,6.6
atriplex eardleyae,90,50
atriplex elegans,68.6,28.6
atriplex elegans var. elegans,68.6,28.6
atriplex elegans var. fasciculata,69.9,29.9
atriplex elegans var. thornberi,73.4,33.4
atriplex erecticaulis,79.4,39.4
atriplex falcata,62,22
atriplex fruticulosa,79.4,39.4
atriplex gardneri,80,60
atriplex garrettii,68.6,28.6
atriplex glabriuscula,80,60
atriplex glabriuscula var. acadiensis,80,60
atriplex glabriuscula var. franktonii,80,60
atriplex glabriuscula var. glabriuscula,80,60
atriplex glauca,79.4,39.4
atriplex gmelinii,80,60
atriplex graciliflora,68.6,28.6
atriplex griffithsii,73.4,33.4
atriplex hillmanii,68.4,28.4
atriplex holocarpa,84.8,44.8
atriplex hortensis,80,60
atriplex hymenelytra,68.6,28.6
atriplex joaquiniana,65.2,25.2
atriplex klebergorum,84.8,44.8
atriplex laciniata,80,60
atriplex lampa,90.7,50.7
atriplex lentiformis,68.6,28.6
atriplex lentiformis ssp. breweri,79.4,39.4
atriplex lentiformis ssp. lentiformis,68.6,28.6
atriplex leucophylla,68.4,28.4
atriplex lindleyi,79.4,39.4
atriplex littoralis,80,60
atriplex longitrichoma,69.9,29.9
atriplex matamorensis,84.8,44.8
atriplex maximowicziana,90,50
atriplex micrantha,80,60
atriplex minuscula,79.4,39.4
atriplex minuticarpa,68.6,28.6
atriplex muelleri,79.4,39.4
atriplex navajoensis,80.3,40.3
atriplex ×neomexicana,73.4,33.4
atriplex nudicaulis,80,60
atriplex nummularia,79.4,39.4
atriplex nuttallii,68.6,28.6
atriplex oblongifolia,80,60
atriplex obovata,68.6,28.6
atriplex ×odontoptera,62,22
atriplex pachypoda,73.4,33.4
atriplex pacifica,79.4,39.4
atriplex parishii,79.4,39.4
atriplex parryi,69.9,29.9
atriplex patula,80,60
atriplex persistens,79.4,39.4
atriplex phyllostegia,68.6,28.6
atriplex polycarpa,68.6,28.6
atriplex powellii,80,60
atriplex prostrata,80,60
atriplex pusilla,68.4,28.4
atriplex robusta,68.6,28.6
atriplex rosea,80,60
atriplex saccaria,62,22
atriplex semibaccata,68.6,28.6
atriplex serenana,69.9,29.9
atriplex serenana var. davidsonii,79.4,39.4
atriplex serenana var. serenana,69.9,29.9
atriplex sibirica,67.9,27.9
atriplex spinifera,79.4,39.4
atriplex suberecta,90,50
atriplex subspicata,62,22
atriplex subtilis,79.4,39.4
atriplex tatarica,63.1,23.1
atriplex tenuissima,62,22
atriplex texana,84.8,44.8
atriplex torreyi,68.6,28.6
atriplex tridentata,62,22
atriplex truncata,80,60
atriplex tularensis,79.4,39.4
atriplex vallicola,79.4,39.4
atriplex vesicaria,79.4,39.4
atriplex wardii,84.8,44.8
atriplex watsonii,79.4,39.4
atriplex welshii,68.6,28.6
atriplex wolfii,62,22
atriplex wrightii,84.8,44.8
atropa,68.3,28.3
atropa bella-donna,68.3,28.3
aubrieta,68.6,28.6
aubrieta deltoidea,68.6,28.6
aucuba,79,39
aucuba japonica,79,39
auerodendron,80,60
auerodendron pauciflorum,80,60
aureolaria,80,60
aureolaria flava,80,60
aureolaria flava var. flava,80,60
aureolaria flava var. macrantha,80,60
aureolaria grandiflora,63.1,23.1
aureolaria grandiflora var. cinerea,84.8,44.8
aureolaria grandiflora var. grandiflora,84.8,44.8
aureolaria grandiflora var. pulchra,63.1,23.1
aureolaria grandiflora var. serrata,84.8,44.8
aureolaria laevigata,71.8,31.8
aureolaria patula,77.6,37.6
aureolaria pectinata,75.1,35.1
aureolaria pedicularia,80,60
aureolaria pedicularia var. ambigens,63.1,23.1
aureolaria pedicularia var. austromontana,75.1,35.1
aureolaria pedicularia var. intercedens,80,60
aureolaria pedicularia var. pedicularia,80,60
aureolaria virginica,80,60
aurinia,80,60
aurinia petraea,65.4,25.4
aurinia saxatilis,80,60
avena,80,60
avena barbata,68.3,28.3
avena fatua,80,60
avena hybrida,80,60
avena occidentalis,79.4,39.4
avena sativa,80,60
avena sterilis,80,60
avena strigosa,67.9,27.9
avenula,80,60
avenula hookeri,80,60
avenula pubescens,80,60
averrhoa,80,60
averrhoa carambola,80,60
avicennia,80,60
avicennia germinans,80,60
avicennia marina,79.4,39.4
avicennia marina var. resinifera,79.4,39.4
axonopus,80,60
axonopus aureus,80,60
axonopus compressus,80,60
axonopus fissifolius,80,60
axonopus furcatus,75.1,35.1
axyris,80,60
axyris amaranthoides,80,60
ayenia,80,60
ayenia ardua,80,60
ayenia compacta,79.4,39.4
ayenia euphrasiifolia,90.7,50.7
ayenia filiformis,84.8,44.8
ayenia glabra,80.3,40.3
ayenia insulicola,80,60
ayenia limitaris,84.8,44.8
ayenia microphylla,84.8,44.8
ayenia pilosa,84.8,44.8
azadirachta,80,60
azadirachta indica,80,60
azolla,80,60
azolla caroliniana,80,60
azolla filiculoides,80,60
azolla mexicana,80,60
azolla pinnata,79,39
baccharis,80,60
baccharis angustifolia,82.4,42.4
baccharis bigelovii,84.8,44.8
baccharis brachyphylla,84.8,44.8
baccharis dioica,80,60
baccharis douglasii,68.4,28.4
baccharis emoryi,68.6,28.6
baccharis glomeruliflora,82.4,42.4
baccharis halimifolia,75.1,35.1
baccharis havardii,84.8,44.8
baccharis malibuensis,79.4,39.4
baccharis myrsinites,80,60
baccharis neglecta,84.8,44.8
baccharis pilularis,68.4,28.4
baccharis plummerae,79.4,39.4
baccharis plummerae ssp. glabrata,79.4,39.4
baccharis plummerae ssp. plummerae,79.4,39.4
baccharis pteronioides,84.8,44.8
baccharis salicifolia,68.6,28.6
baccharis salicina,68.6,28.6
baccharis sarothroides,84.8,44.8
baccharis sergiloides,68.6,28.6
baccharis texana,84.8,44.8
baccharis thesioides,73.4,33.4
baccharis vanessae,79.4,39.4
baccharis wrightii,68.6,28.6
bacopa,80,60
bacopa caroliniana,75.1,35.1
bacopa egensis,86.4,46.4
bacopa eisenii,69.9,29.9
bacopa innominata,80,60
bacopa monnieri,80,60
bacopa repens,80,60
bacopa rotundifolia,80,60
bacopa stricta,80,60
bahia,62,22
bahia absinthifolia,84.8,44.8
bahia absinthifolia var. absinthifolia,84.8,44.8
bahia absinthifolia var. dealbata,84.8,44.8
bahia bigelovii,84.8,44.8
bahia biternata,73.4,33.4
bahia dissecta,62,22
bahia pedata,84.8,44.8
bahia schaffneri,74.2,34.2
baileya,68.6,28.6
baileya multiradiata,68.6,28.6
baileya pauciradiata,68.6,28.6
baileya pleniradiata,68.6,28.6
baldellia,80,60
baldellia ranunculoides,80,60
balduina,82.4,42.4
balduina angustifolia,83.4,43.4
balduina atropurpurea,82.4,42.4
balduina uniflora,82.4,42.4
ballota,80,60
ballota nigra,80,60
ballota nigra var. alba,70.7,30.7
ballota nigra var. foetida,68.3,28.3
ballota nigra var. nigra,80,60
balsamorhiza,80,60
balsamorhiza ×bonseri,68.3,28.3
balsamorhiza careyana,68.3,28.3
balsamorhiza careyana var. careyana,68.3,28.3
balsamorhiza careyana var. intermedia,68.4,28.4
balsamorhiza deltoidea,80,60
balsamorhiza hookeri,62,22
balsamorhiza hookeri var. hirsuta,68.3,28.3
balsamorhiza hookeri var. hispidula,62,22
balsamorhiza hookeri var. hookeri,68.3,28.3
balsamorhiza hookeri var. idahoensis,68.4,28.4
balsamorhiza hookeri var. lagocephala,68.3,28.3
balsamorhiza hookeri var. neglecta,68.6,28.6
balsamorhiza incana,62,22
balsamorhiza lanata,79.4,39.4
balsamorhiza macrolepis,68.4,28.4
balsamorhiza macrolepis var. macrolepis,79.4,39.4
balsamorhiza macrolepis var. platylepis,68.4,28.4
balsamorhiza macrophylla,62,22
balsamorhiza rosea,68.3,28.3
balsamorhiza sagittata,80,60
balsamorhiza sericea,68.4,28.4
balsamorhiza serrata,68.3,28.3
balsamorhiza ×terebinthacea,68.3,28.3
balsamorhiza ×tomentosa,62,22
baltimora,90,50
baltimora recta,90,50
bambusa,80,60
bambusa multiplex,80,60
bambusa vulgaris,80,60
banara,80,60
banara portoricensis,80,60
banara vanderbiltii,80,60
banisteriopsis,80,60
banisteriopsis lucida,80,60
baptisia,80,60
baptisia alba,63.1,23.1
baptisia alba var. alba,75.1,35.1
baptisia alba var. macrophylla,63.1,23.1
baptisia albescens,75.1,35.1
baptisia arachnifera,83.5,43.5
baptisia australis,80,60
baptisia australis var. aberrans,77.6,37.6
baptisia australis var. australis,63.1,23.1
baptisia australis var. minor,80,60
baptisia ×bicolor,79.6,39.6
baptisia bracteata,63.1,23.1
baptisia bracteata var. bracteata,82.4,42.4
baptisia bracteata var. laevicaulis,84.8,44.8
baptisia bracteata var. leucophaea,63.1,23.1
baptisia ×bushii,84.8,44.8
baptisia calycosa,90.7,50.7
baptisia calycosa var. calycosa,90.7,50.7
baptisia calycosa var. villosa,90.7,50.7
baptisia cinerea,75.1,35.1
baptisia ×fulva,83.5,43.5
baptisia lanceolata,82.4,42.4
baptisia lanceolata var. lanceolata,82.4,42.4
baptisia lanceolata var. tomentosa,83.5,43.5
baptisia lecontei,83.5,43.5
baptisia megacarpa,83.5,43.5
baptisia ×microphylla,82.4,42.4
baptisia nuttalliana,84.8,44.8
baptisia perfoliata,82.4,42.4
baptisia ×serenae,75.1,35.1
baptisia simplicifolia,90.7,50.7
baptisia sphaerocarpa,84.8,44.8
baptisia ×sulphurea,84.8,44.8
baptisia tinctoria,80,60
baptisia ×variicolor,84.8,44.8
barbarea,80,60
barbarea orthoceras,80,60
barbarea verna,80,60
barbarea vulgaris,80,60
barbieria,80,60
barbieria pinnata,80,60
barkleyanthus,84.8,44.8
barkleyanthus salicifolius,84.8,44.8
barleria,80,60
barleria cristata,80,60
barleria lupulina,80,60
barleria prionitis,80,60
barleriola,80,60
barleriola solanifolia,80,60
barringtonia,80,60
barringtonia asiatica,80,60
bartlettia,84.8,44.8
bartlettia scaposa,84.8,44.8
bartonia,80,60
bartonia paniculata,80,60
bartonia paniculata ssp. iodandra,80,60
bartonia paniculata ssp. paniculata,80,60
bartonia texana,84.8,44.8
bartonia verna,84.8,44.8
bartonia virginica,80,60
bartsia,80,60
bartsia alpina,80,60
